_recordId,prolific_id,age,country,gender,education,considered_CS,carried_out_CS_activities,extraversion_enthusiastic,critical_quarrelsome,dependable_self-disciplined,anxious_easily_upset,openness_to_experiences,reserved_quiet,sympathetic_warm,disorganized_careless,calm_emotionally_stable,conventional_uncreative,philosophy1,philosophy2,philosophy3,philosophy4,philosophy5,philosophy6,philosophy7,philosophy8,philosophy9,philosophy10,philosophy11,philosophy12,philosophy13,philosophy14,philosophy15,philosophy16,philosophy17,philosophy18,philosophy19,philosophy20,philosophy21,philosophy22,philosophy23,philosophy24,philosophy25,philosophy26,philosophy27,philosophy28,philosophy29,philosophy30,philosophy31,philosophy32,philosophy33,philosophy34,philosophy35,QID139_17,authority_edu,social_proof_edu,appeal_finances_edu,awareness_words_edu,semantic_repetition_priming_edu,appeal_to_common_sense,flattery_edu,hypocrisy_induction_edu,scarcity_edu,device_rhetorical_question_edu,device_hypophora_edu,semantic_repetition_edu,device_epistrophe,device_anaphora_edu,device_antanagoge_edu,Illusion_of_superiority_edu,appeal_finances_cs,awareness_words_cs,authority_cs,social_proof_cs,QID161_TEXT,QID141_TEXT,SC_6X9hnx1aa222uxf
R_yDOAeBxqtvIJ86B,5eec5b9705fb9701130453bb,30,Canada,Female,Bachelors Degree,Yes,Yes and it made me MORE interested in the subject,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree Strongly,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,"Neutral					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Neutral					",Agree Strongly,Disagree Very Much,Agree Strongly,Disagree Very Much,"Neutral					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Disagree Very Much,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"I don't think of any, but you should go more deaper in computer science aspect",,45
R_1joDGAqEdRat5U1,5e99e2a0fdfd7004c77f7899,26,England/United Kingdom,Female,Bachelors Degree,No,Other,Disagree moderately,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree moderately,Agree a little,Agree moderately,Disagree a little,Agree moderately,Disagree a little,"Agree Slightly					","Neutral					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,4,3,7,1,4,6,5,2,7,7,5,1,1,7,8,2,1,2,8,8,5,N/A,,49
R_z2N5TLYcVXmalG1,5ae1dab78ee5bf00018c8239,29,England/United Kingdom,Female,Bachelors Degree,No,Other,Agree strongly,Disagree a little,Disagree moderately,Agree moderately,Agree strongly,Disagree moderately,Agree a little,Agree moderately,Disagree moderately,Disagree strongly,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Disagree Slightly					",Disagree Very Much,5,3,5,1,3,4,2,4,4,8,4,0,0,1,0,8,7,8,8,7,8,The computer science specific arguments seems more convincing. A mixture of encouragement and statistical evidence seems to be the most convincing combination. Generally I am open minded but hard to convince.,,58
R_rchMe0wt0uFhMwF,56f1aced99423f000c9d8897,23,Great Britain,Female,Bachelors Degree,No,Other,Agree moderately,Disagree a little,Disagree moderately,Agree a little,Agree strongly,Disagree moderately,Agree strongly,Agree moderately,Disagree moderately,Disagree strongly,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Neutral					","Neutral					",Agree Strongly,"Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Neutral					","Neutral					","Neutral					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,9,9,6,5,4,5,3,2,1,6,2,1,1,2,2,0,0,1,2,4,1,Try to use correct grammar in your questions and statements,56f1aced99423f000c9d8897,94
R_7UulW4tHGNk3QiZ,5d5e6032d2f6d00001f60901,26,England/United Kingdom,Female,High School,Yes,Yes and it made me LESS interested in the subject,Agree moderately,Agree moderately,Disagree moderately,Agree moderately,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree moderately,Disagree a little,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,"Neutral					",Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,0,1,10,3,4,1,3,2,4,6,2,2,5,5,3,7,4,4,7,5,7,"Too long, would be a but shorter and the questions in a larger font",,57
R_0ockCcMztMKcFmV,5ef4cd00a6dbb60d7a7b1210,21,England/United Kingdom,Female,High School,No,Yes and it made me LESS interested in the subject,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree moderately,Disagree moderately,Disagree a little,Disagree moderately,"Disagree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",10,8,9,1,4,3,2,5,7,1,3,3,2,3,7,4,1,2,3,1,1,this messed up halfway and none of the pictures were showing so i couldnt answer the questions properly,,56
R_Av8r8hTBVX0mt5n,5a8de4c1eea3d300016ebf54,20,England/United Kingdom,Female,High School,No,Other,Disagree strongly,Disagree moderately,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree moderately,Disagree strongly,Disagree moderately,Disagree a little,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					",8,9,8,7,8,7,8,7,8,8,7,8,8,7,8,7,8,9,7,8,9,None,5a8de4c1eea3d300016ebf54,-9
R_1eQwNBoxTdkJrAD,5eed3797a2996c1450ab58ba,28,Canada,Female,Bachelors Degree,Yes,Yes and it made me MORE interested in the subject,Agree moderately,Disagree strongly,Agree moderately,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,"Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Neutral					",Agree Strongly,"Neutral					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					",Agree Strongly,"Neutral					","Neutral					",Agree Strongly,Agree Strongly,Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,8,8,10,0,1,0,3,5,8,10,4,8,5,10,10,10,10,8,8,10,8,I learnt quite a bit interacting with Galileo. I believe there's only a bit of improvement needed - nothing much!,,63
R_DwrplbmvzmpBDwJ,5d766978f47e6200019a2acf,23,England/United Kingdom,Female,Bachelors Degree,No,Other,Neither agree nor disagree,Disagree moderately,Agree moderately,Agree a little,Agree a little,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree moderately,Neither agree nor disagree,"Disagree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					",Disagree Very Much,"Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					",Agree Strongly,Disagree Very Much,"Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Neutral					","Neutral					",Disagree Very Much,8,7,7,6,6,6,6,6,6,7,6,5,5,6,7,6,7,6,7,7,7,"Research makes information more reliable so maybe quote some actual statistics.
I like that it's concise and simple to understand.
Try not to be too repetitive. ",,64
R_2YqUGzjLAFYKFEy,5e38565ad174a4055057d317,17,United States of America (USA),Female,High School,Yes,Yes and it made me MORE interested in the subject,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Agree a little,Disagree moderately,Disagree a little,Disagree strongly,Agree Strongly,"Neutral					",Agree Strongly,Agree Strongly,"Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",5,5,6,8,9,8,8,10,7,10,6,8,4,8,9,3,6,7,10,8,7,When using persuasive comments try to make the reader feel included,,248
R_2ruXzPgFQeS10Nf,5e13a93a8640209e59703481,27,England/United Kingdom,Female,High School,No,Yes and it made me MORE interested in the subject,Disagree strongly,Disagree a little,Disagree a little,Agree strongly,Disagree moderately,Agree strongly,Agree strongly,Agree a little,Disagree strongly,Disagree a little,"Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,10,3,6,7,5,7,8,8,6,5,3,3,4,6,6,6,8,6,7,8,8,Nothing to add,,7
R_1IxW9DG4iVZjVVe,5ef9fb641d1dac7c5d185672,28,Great Britain,Female,High School,No,Other,Agree a little,Agree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,"Neutral					","Neutral					","Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					",10,5,7,3,8,8,7,5,6,8,6,3,4,7,8,4,2,8,8,8,5,"I like this concept, I think it has alot of merits, I think having positive statements that impact on people emotionally rather than 'smart people', not everyone will feel they relate to this.",5ef9fb641d1dac7c5d185672,90
R_2R2K5w19fHzGERi,5efc1c8ea9f30301deb3ae10,26,United States of America (USA),Female,Ph.D. or higher,No,Other,Agree a little,Disagree a little,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Agree moderately,Disagree moderately,Disagree a little,Neither agree nor disagree,"Agree Slightly					","Agree Slightly					","Neutral					",Agree Strongly,"Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					",9,8,7,5,6,8,6,5,7,5,6,5,7,7,9,6,4,7,10,8,8,Some of the statements came off as a little patronizing or condescending rather than encouraging.,,231
R_3phxJT6WtHpMT20,5e108b10b1fb0577a4d2549b,23,England/United Kingdom,Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree moderately,Agree strongly,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree a little,Disagree moderately,"Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Agree Slightly					",Agree Strongly,"Neutral					",Agree Strongly,Disagree Very Much,"Neutral					","Neutral					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Neutral					",Agree Strongly,"Agree Slightly					","Neutral					",7,7,7,6,8,8,7,5,6,6,6,6,6,8,9,7,8,8,8,8,8,"Nothing, it was good! ",,36
R_2D6wxOxoPZzawot,5ea966efba9d1403c4a2febb,29,Great Britain,Male,Bachelors Degree,Yes,Yes and it made me MORE interested in the subject,Agree a little,Agree moderately,Agree strongly,Disagree a little,Agree strongly,Disagree moderately,Agree moderately,Disagree moderately,Disagree moderately,Agree a little,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					",Disagree Very Much,"Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",7,7,2,6,5,4,1,2,7,3,1,7,6,6,8,4,1,4,6,7,7,n/a,,126
